s.entity_en,type(r),t.entity_en
Feeling of cotton wool underfoot when walking,SYMPTOM_DISEASE,Neuropathy
Skin dystrophy,SYMPTOM_DISEASE,Lower limb ischemia
Muscle atrophy,SYMPTOM_DISEASE,Lower limb ischemia
Dry skin with poor elasticity,SYMPTOM_DISEASE,Lower limb ischemia
Decreased skin temperature,SYMPTOM_DISEASE,Lower limb ischemia
Pigmentation,SYMPTOM_DISEASE,Lower limb ischemia
Weak or absent arterial pulse in the extremities,SYMPTOM_DISEASE,Lower limb ischemia
Rest pain,SYMPTOM_DISEASE,Chronic arterial occlusive disease
Rest pain,SYMPTOM_DISEASE,Neuropathic ulcers
Nerve conduction velocity (NCV),TEST_DISEASE,DPN
NCV,TEST_DISEASE,DPN
Physical examination,TEST_DISEASE,Lower extremity vascular disease
palpation,TEST_DISEASE,Lower extremity vascular disease
Buerger test,TEST_DISEASE,Lower limb ischemia
Gangrene of lower limbs (toes),SYMPTOM_DISEASE,Ischemia
Ankle artery systolic pressure,TEST_ITEMS_DISEASE,Lower extremity arterial calcification
ABI,TEST_DISEASE,Lower extremity arterial calcification
Treadmill exercise test,TEST_DISEASE,Lower extremity arterial calcification
Ulcers that are difficult to heal,SYMPTOM_DISEASE,Inadequate peripheral blood supply
Lower limb ischemia,SYMPTOM_DISEASE,diabetes
Vibration Sense,TEST_DISEASE,DPN
Cervical and Lumbar Spine,ANATOMY_DISEASE,Degeneration of cervical and lumbar spine
Spinal canal,ANATOMY_DISEASE,Spinal stenosis
Arteries and veins,ANATOMY_DISEASE,Arteriovenous vascular disease
vein,ANATOMY_DISEASE,Venous thrombosis
Lymphatic vessels,ANATOMY_DISEASE,Lymphangitis
Pinprick sensation,TEST_DISEASE,DPN
Nerve conduction dysfunction,SYMPTOM_DISEASE,DPN
Infections below the ankle,SYMPTOM_DISEASE,diabetes
Infect,SYMPTOM_DISEASE,Diabetic foot
gangrene,SYMPTOM_DISEASE,Diabetic foot
Numbness in the foot,SYMPTOM_DISEASE,Neuropathic ulcers
Dry skin,SYMPTOM_DISEASE,Neuropathic ulcers
joint,ANATOMY_DISEASE,Neuropathic arthropathy (Charcot arthropathy)
joint,ANATOMY_DISEASE,Pseudarthrosis
joint,ANATOMY_DISEASE,Charcot arthropathy
joint,ANATOMY_DISEASE,Gouty arthritis
joint,ANATOMY_DISEASE,Chronic gouty arthritis
joint,ANATOMY_DISEASE,Joint disease
joint,ANATOMY_DISEASE,arthritis
joint,ANATOMY_DISEASE,Early acute arthritis
joint,ANATOMY_DISEASE,Acute gouty arthritis
joint,ANATOMY_DISEASE,Chronic arthritis
joint,ANATOMY_DISEASE,Acute arthritis
joint,ANATOMY_DISEASE,Unilateral knee arthritis
Coolness in lower limbs,SYMPTOM_DISEASE,Neuropathic ulcers
Allergic claudication,SYMPTOM_DISEASE,Neuropathic ulcers
The dorsalis pedis artery pulse is weakened or absent,SYMPTOM_DISEASE,Neuropathic ulcers
Reduced foot temperature,SYMPTOM_DISEASE,Neuropathic ulcers
Less bleeding from wound,SYMPTOM_DISEASE,Neuropathic ulcers
Mainly ischemic changes,SYMPTOM_DISEASE,Simple ischemic ulcer
Acroarticular arteries,ANATOMY_DISEASE,diabetes
Arteriolar atherosclerosis,SYMPTOM_DISEASE,diabetes
Lumen stenosis or occlusion,SYMPTOM_DISEASE,diabetes
Local blood supply disorder,REASON_DISEASE,Dry gangrene
Ischemic tissue,ANATOMY_DISEASE,Dry gangrene
Local blood supply disorder of extremities,REASON_DISEASE,Dry gangrene
Soft tissue,ANATOMY_DISEASE,Soft tissue and bone destruction
Soft tissue,ANATOMY_DISEASE,Early acute arthritis
Wound infection,SYMPTOM_DISEASE,diabetes
Wound infection,SYMPTOM_DISEASE,gangrene
Wound infection,SYMPTOM_DISEASE,Foot ulcer
Ischemia,SYMPTOM_DISEASE,diabetes
Ischemia,SYMPTOM_DISEASE,gangrene
Ischemia,SYMPTOM_DISEASE,Foot ulcer
Wound,SYMPTOM_DISEASE,diabetes
Wound,SYMPTOM_DISEASE,Diabetic foot
Wound,SYMPTOM_DISEASE,gangrene
Wound,SYMPTOM_DISEASE,Foot ulcer
Wound,SYMPTOM_DISEASE,Necrotizing fasciitis
Large abscess,SYMPTOM_DISEASE,cellulitis
Increased purulent secretions and necrotic tissue,SYMPTOM_DISEASE,cellulitis
toe,ANATOMY_DISEASE,Dry gangrene of the foot or a few toes
toe,ANATOMY_DISEASE,Severe wet or dry gangrene or necrosis of the feet or toes
marrow,ANATOMY_DISEASE,osteomyelitis
marrow,ANATOMY_DISEASE,Myeloproliferative disorders
Infection or ischemia of most or all of the foot,REASON_DISEASE,Wet or dry gangrene
Darkening of the extremities,SYMPTOM_DISEASE,Wet or dry gangrene
Extremities,ANATOMY_DISEASE,Acrogangrene
Dried corpse,SYMPTOM_DISEASE,Wet or dry gangrene
Ankle,ANATOMY_DISEASE,Wet or dry gangrene
Calf,ANATOMY_DISEASE,Wet or dry gangrene
Systemic arteries,ANATOMY_DISEASE,Systemic atherosclerotic disease
Cardiovascular and cerebrovascular,ANATOMY_DISEASE,Cardiovascular and cerebrovascular events
Cardiovascular and cerebrovascular,ANATOMY_DISEASE,Cardiovascular and cerebrovascular diseases
Ischemia,REASON_DISEASE,ulcer
Ischemia,REASON_DISEASE,Acrogangrene
Lower limb skin,ANATOMY_DISEASE,Intermittent claudication
Neurotic,CLASS_DISEASE,Diabetic foot
Ischemic,CLASS_DISEASE,Diabetic foot
Neuroischemic type (also called mixed type),CLASS_DISEASE,Diabetic foot
Simple neurological type,CLASS_DISEASE,Diabetic foot
Glycated hemoglobin (HbA1c),TEST_ITEMS_DISEASE,Diabetic foot
75–150 mg/day,FREQUENCY_DRUG,aspirin
LDL cholesterol levels,TEST_ITEMS_DISEASE,Lower extremity arterial disease
Sports rehabilitation exercises,TREATMENT_DISEASE,Lower extremity arterial disease
100 mg/time,AMOUNT_DRUG,Sarpogrelate hydrochloride
Dorsal artery blood flow,TEST_ITEMS_DISEASE,Lower extremity vascular disease
10 μg/time,AMOUNT_DRUG,Lipomicrosphere alprostadil injection
1~2 times/day,FREQUENCY_DRUG,Lipomicrosphere alprostadil injection
IV push or drip,METHOD_DRUG,Lipomicrosphere alprostadil injection
14~ 21d,DURATION_DRUG,Lipomicrosphere alprostadil injection
Burning sensation,SYMPTOM_DISEASE,Diabetic peripheral vascular disease
Cold feeling,SYMPTOM_DISEASE,Diabetic peripheral vascular disease
Edema,SYMPTOM_DISEASE,diabetes
Edema,SYMPTOM_DISEASE,Diabetic peripheral vascular disease
Edema,SYMPTOM_DISEASE,Cardiac autonomic neuropathy
Pain on exertion,SYMPTOM_DISEASE,Diabetic peripheral vascular disease
Needle-like pain,SYMPTOM_DISEASE,Diabetic peripheral vascular disease
40 μg,AMOUNT_DRUG,Beraprost Sodium
6 months,DURATION_DRUG,Beraprost Sodium
2~3 times/day,FREQUENCY_DRUG,Beprostaglandin Sodium
Bleeding,ADE_DRUG,aspirin
Bleeding,ADE_DRUG,Clopidogrel
Bleeding,ADE_DRUG,Batroxobin
Vascular bypass surgery,OPERATION_DISEASE,Diabetic foot
Double mitraz,DRUG_DISEASE,Diabetic foot
Vascular patency,TEST_ITEMS_DISEASE,Diabetic foot
heparin,DRUG_DISEASE,Diabetic foot
Low molecular weight heparin,DRUG_DISEASE,Diabetic foot
Low molecular weight heparin,DRUG_DISEASE,Limb ischemia
Limbs,ANATOMY_DISEASE,Limb ischemia
Limbs,ANATOMY_DISEASE,Acute limb ischemia
Limbs,ANATOMY_DISEASE,Necrotic limb infection
Minimally invasive endovascular treatment (balloon dilatation and stent implantation),OPERATION_DISEASE,Diabetic foot
Vascular occlusion/restenosis,SYMPTOM_DISEASE,Diabetic foot
Batroxobin,DRUG_DISEASE,diabetes
Restenosis,SYMPTOM_DISEASE,diabetes
Gastrointestinal adverse events,ADE_DRUG,aspirin
Gastrointestinal adverse events,ADE_DRUG,Batroxobin
Digestive tract,ANATOMY_DISEASE,Active peptic ulcer/bleeding
Digestive tract,ANATOMY_DISEASE,Recurrent peptic ulcer/bleeding
Stem cell transplantation,OPERATION_DISEASE,diabetes
Stem cell transplantation,OPERATION_DISEASE,Lower extremity vascular disease
Fibrinogen,TEST_ITEMS_DISEASE,Diabetic foot
Toe compression ischemia,SYMPTOM_DISEASE,Diabetic foot
Long-term dressing,REASON_DISEASE,Disuse muscular atrophy of lower limbs
Long-term dressing,REASON_DISEASE,Osteoporosis
Long-term dressing,REASON_DISEASE,Deep vein thrombosis
Long-term dressing,REASON_DISEASE,Decreased cardiopulmonary function
Deep veins,ANATOMY_DISEASE,Deep vein thrombosis
Fascia,ANATOMY_DISEASE,Necrotizing fasciitis
Deep tissue damage,SYMPTOM_DISEASE,Muscle tissue sandwich necrosis
Deep tissue damage,SYMPTOM_DISEASE,Compartment syndrome
Muscle tissue,ANATOMY_DISEASE,Muscle tissue sandwich necrosis
Osteofascial compartment,ANATOMY_DISEASE,Compartment syndrome
Skin flap transplantation,OPERATION_DISEASE,Diabetic foot
Amputation/toe surgery,OPERATION_DISEASE,Necrotic limb infection
Life-threatening,SYMPTOM_DISEASE,Necrotic limb infection
Blood supply cannot be restored,SYMPTOM_DISEASE,Necrotic limb infection
Difficulty in wound healing,SYMPTOM_DISEASE,Necrotic limb infection
The pain is unbearable,SYMPTOM_DISEASE,Necrotic limb infection
Transcutaneous oxygen tension,TEST_DISEASE,Type 2 diabetes
Transcutaneous oxygen tension,TEST_DISEASE,Lower limb ischemia
Platelet aggregation,PATHOGENESIS_DISEASE,Diabetic foot
thrombus,SYMPTOM_DISEASE,Diabetic foot
Body coldness,SYMPTOM_DISEASE,Type 2 diabetes
Pain,SYMPTOM_DISEASE,Type 2 diabetes
Minimally invasive endovascular treatment (balloon dilatation and stent implantation),OPERATION_DISEASE,LEAD
Ticlopidine,DRUG_DISEASE,LEAD
Reocclusion,ADE_DRUG,Cilostazol
Reocclusion,ADE_DRUG,Ticlopidine
Restenosis,SYMPTOM_DISEASE,LEAD
Abnormal bowel movements,ADE_DRUG,Cilostazol
Palpitations,ADE_DRUG,Cilostazol
50-100 mg/time,AMOUNT_DRUG,Cilostazol
Vascular imaging,TEST_DISEASE,Vascular disease
Vascular imaging,TEST_DISEASE,Atherosclerotic plaque
Arterial color Doppler ultrasonography,TEST_DISEASE,Vascular disease
Arterial color Doppler ultrasonography,TEST_DISEASE,Atherosclerotic plaque
CT angiography (CTA),TEST_DISEASE,Vascular disease
CT angiography (CTA),TEST_DISEASE,Atherosclerotic plaque
Magnetic resonance angiography (MRA),TEST_DISEASE,Vascular disease
Magnetic resonance angiography (MRA),TEST_DISEASE,Atherosclerotic plaque
Digital Subtraction Angiography (DSA),TEST_DISEASE,Vascular disease
Digital Subtraction Angiography (DSA),TEST_DISEASE,Atherosclerotic plaque
Vascular color Doppler examination,TEST_DISEASE,Vascular disease
Vascular color Doppler examination,TEST_DISEASE,Atherosclerotic plaque
Arterial narrowing or blockage,SYMPTOM_DISEASE,Vascular disease
CTA,TEST_DISEASE,Diabetic foot
CTA,TEST_DISEASE,Lower extremity vascular disease
DSA,TEST_DISEASE,Lower extremity vascular disease
Blocked arteries,SYMPTOM_DISEASE,Lower extremity vascular disease
Dietary structure of the population,REASON_DISEASE,HUA
Increased life expectancy,REASON_DISEASE,HUA
The continuous improvement of medical care,REASON_DISEASE,HUA
Fasting serum uric acid,TEST_ITEMS_DISEASE,HUA
Joint Ultrasound,TEST_DISEASE,gout
Ultrasound,TEST_DISEASE,gout
Dual-energy CT,TEST_DISEASE,gout
Excessive production of uric acid,REASON_DISEASE,HUA
Reduced excretion,REASON_DISEASE,HUA
Inflammatory factors,REASON_DISEASE,"Acute and chronic inflammatory damage to joint cartilage, bone, kidney, and vascular endothelium"
Metalloproteinase 9,REASON_DISEASE,"Acute and chronic inflammatory damage to joint cartilage, bone, kidney, and vascular endothelium"
Hydrolases,REASON_DISEASE,"Acute and chronic inflammatory damage to joint cartilage, bone, kidney, and vascular endothelium"
Articular cartilage,ANATOMY_DISEASE,"Acute and chronic inflammatory damage to joint cartilage, bone, kidney, and vascular endothelium"
Articular cartilage,ANATOMY_DISEASE,Acute and chronic inflammatory injury
Bone,ANATOMY_DISEASE,Osteoporosis
Bone,ANATOMY_DISEASE,"Acute and chronic inflammatory damage to joint cartilage, bone, kidney, and vascular endothelium"
Bone,ANATOMY_DISEASE,Acute and chronic inflammatory injury
Vascular lining,ANATOMY_DISEASE,"Acute and chronic inflammatory damage to joint cartilage, bone, kidney, and vascular endothelium"
Vascular lining,ANATOMY_DISEASE,Acute and chronic inflammatory injury
HUA,REASON_DISEASE,Type 2 diabetes
HUA,REASON_DISEASE,Cardiovascular disease
HUA,REASON_DISEASE,Coronary heart disease
HUA,REASON_DISEASE,Stroke
HUA,REASON_DISEASE,hypertension
HUA,REASON_DISEASE,Ischemic stroke
HUA,REASON_DISEASE,Cardiovascular events
HUA,REASON_DISEASE,Metabolic syndrome
HUA,REASON_DISEASE,Kidney disease
HUA,REASON_DISEASE,gout
HUA,REASON_DISEASE,Chronic kidney disease
HUA,REASON_DISEASE,Contrast-induced acute kidney injury
Dietary factors,REASON_DISEASE,HUA
"Drug factors such as low-dose aspirin, diuretics, cyclosporine A, mycophenolate mofetil, pyrazinamide, ethambutol",REASON_DISEASE,HUA
Inhibits the excretion of uric acid in the renal tubules,PATHOGENESIS_DISEASE,HUA
Keep exercising,TREATMENT_DISEASE,HUA
Control body mass,TREATMENT_DISEASE,HUA
karst,TREATMENT_DISEASE,Kidney stones
karst,TREATMENT_DISEASE,Nephrolithiasis
Dihydropyridine calcium channel blockers,DRUG_DISEASE,hypertension
Dihydropyridine calcium channel blockers,DRUG_DISEASE,HUA
SUA,TEST_ITEMS_DISEASE,HUA
SUA,TEST_ITEMS_DISEASE,gout
SUA,TEST_ITEMS_DISEASE,Cardiovascular and metabolic diseases
G2,CLASS_DISEASE,Renal impairment ≥ G2
Joint cavity,ANATOMY_DISEASE,Urate deposition in joint cavity
Blood pH,TEST_ITEMS_DISEASE,HUA
Sodium urate crystals deposited in joints and other tissues,REASON_DISEASE,Gouty arthritis
Lungs,ANATOMY_DISEASE,Lung infection
Organs,ANATOMY_DISEASE,Organ dysfunction
Organs,ANATOMY_DISEASE,Organ dysfunction
Organs,ANATOMY_DISEASE,Organ dysfunction
Organs,ANATOMY_DISEASE,Organ damage
Compensatory hypersecretion of insulin,PATHOGENESIS_DISEASE,diabetes
Intellectual and physical impairments,SYMPTOM_DISEASE,Geriatric syndrome
Decreased ability to protect against self-harm and other injuries,SYMPTOM_DISEASE,Geriatric syndrome
Increased risk of falls and fractures,SYMPTOM_DISEASE,Geriatric syndrome
Cognitive impairment,SYMPTOM_DISEASE,Geriatric syndrome
Urinary incontinence,SYMPTOM_DISEASE,Geriatric syndrome
Overdosage,SYMPTOM_DISEASE,Geriatric syndrome
Abnormal glucose metabolism,PATHOGENESIS_DISEASE,diabetes
blindness,SYMPTOM_DISEASE,diabetes
Disability,SYMPTOM_DISEASE,diabetes
Intellectual Disability,SYMPTOM_DISEASE,diabetes
Fasting or postprandial blood sugar,TEST_ITEMS_DISEASE,High blood sugar
C-peptide concentration,TEST_ITEMS_DISEASE,diabetes
Renal function,TEST_ITEMS_DISEASE,Cardiovascular disease
Renal function,TEST_ITEMS_DISEASE,CKD
Blood protein,TEST_ITEMS_DISEASE,Cardiovascular disease
Electrolytes,TEST_ITEMS_DISEASE,Cardiovascular disease
Homocysteine levels,TEST_ITEMS_DISEASE,Cardiovascular disease
Urine albumin/creatinine ratio,TEST_ITEMS_DISEASE,diabetes
Carotid artery ultrasound,TEST_DISEASE,diabetes
Increase exercise,TREATMENT_DISEASE,diabetes
Increase exercise,TREATMENT_DISEASE,obesity
2h blood glucose after glucose load (2hPG),TEST_ITEMS_DISEASE,Type 2 diabetes
2h blood glucose after glucose load (2hPG),TEST_ITEMS_DISEASE,diabetes
Impaired fasting glucose,SYMPTOM_DISEASE,Type 2 diabetes
Impaired glucose tolerance,SYMPTOM_DISEASE,Type 2 diabetes
Oral glucose (75 g) tolerance test (OGTT),TEST_DISEASE,diabetes
Abnormal glucose metabolism,SYMPTOM_DISEASE,diabetes
Random or 2hPG,TEST_ITEMS_DISEASE,diabetes
2hPG or random blood glucose,TEST_ITEMS_DISEASE,diabetes
TLC,TREATMENT_DISEASE,diabetes
Diet and exercise therapy,TREATMENT_DISEASE,diabetes
"Insulin secretagogues, glucose-lowering drugs",DRUG_DISEASE,diabetes
"Insulin secretagogues, glucose-lowering drugs",DRUG_DISEASE,Type 2 and type 1 diabetes
Severe hyperglycemia (>16.7mmol/L,REASON_DISEASE,Acute complications of diabetes
Severe hyperglycemia (>16.7mmol/L,REASON_DISEASE,Refractory infection
Diabetes,SYMPTOM_DISEASE,diabetes
Hyperglycemic osmotic diuresis,SYMPTOM_DISEASE,diabetes
Decreased blood volume,SYMPTOM_DISEASE,diabetes
Frequent urination at night,SYMPTOM_DISEASE,diabetes
Negative nutritional balance,SYMPTOM_DISEASE,diabetes
Urine sugar,SYMPTOM_DISEASE,diabetes
Basic treatment,TREATMENT_DISEASE,diabetes
Education and Administration,TREATMENT_DISEASE,diabetes
Diet and exercise,TREATMENT_DISEASE,diabetes
Diet and exercise,TREATMENT_DISEASE,diabetes
Chronic excess energy intake,REASON_DISEASE,Excessive storage of visceral fat
Chronic excess energy intake,REASON_DISEASE,Obesity due to loss of muscle mass
Internal organs,ANATOMY_DISEASE,Excessive storage of visceral fat
Loss of appetite,REASON_DISEASE,Being underweight
Loss of appetite,REASON_DISEASE,Sarcopenia
Abnormal taste or smell,REASON_DISEASE,Being underweight
Abnormal taste or smell,REASON_DISEASE,Sarcopenia
Difficulty swallowing,REASON_DISEASE,Being underweight
Difficulty swallowing,REASON_DISEASE,Sarcopenia
"Bad eating habits (monotonous diet structure, unreasonable eating method)",REASON_DISEASE,diabetes
Inappropriate dietary restrictions,REASON_DISEASE,diabetes
Oral or dental problems,REASON_DISEASE,Being underweight
Oral or dental problems,REASON_DISEASE,Sarcopenia
Various disorders that may affect the process of digesting food,REASON_DISEASE,Being underweight
Various disorders that may affect the process of digesting food,REASON_DISEASE,Sarcopenia
Increase aerobic exercise,TREATMENT_DISEASE,obesity
Moderate indoor activities after meals,TREATMENT_DISEASE,High blood sugar
Physical exercise 3 to 4 times a week,TREATMENT_DISEASE,High blood sugar
Insulin secretion deficiency,PATHOGENESIS_DISEASE,Type 2 diabetes
Insulin resistance + relative insufficiency,PATHOGENESIS_DISEASE,diabetes
Non-insulin secretagogues,DRUG_DISEASE,diabetes
Insulin secretagogues,DRUG_DISEASE,diabetes
Insulin resistance,ADE_DRUG,Glucocorticoids
High sugar toxicity,ADE_DRUG,Glucocorticoids
Hyperlipidemia,ADE_DRUG,Glucocorticoids
Aggravation of pancreatic β-cell damage,ADE_DRUG,Glucocorticoids
Multiple times a day,FREQUENCY_DRUG,insulin
Pancreatic beta cell function is very poor,PATHOGENESIS_DISEASE,diabetes
Pancreatic beta cell function is very poor,PATHOGENESIS_DISEASE,Macrovascular and microvascular diseases
dizziness,SYMPTOM_DISEASE,Hypoglycemia
Disorientation,SYMPTOM_DISEASE,Hypoglycemia
fall,SYMPTOM_DISEASE,diabetes
fall,SYMPTOM_DISEASE,Hypoglycemia
fall,SYMPTOM_DISEASE,High blood sugar
fall,SYMPTOM_DISEASE,Osteoporosis
Sudden behavioral changes,SYMPTOM_DISEASE,Hypoglycemia
Sudden abnormal behavior,SYMPTOM_DISEASE,Hypoglycemia
Biguanides,DRUG_DISEASE,Hepatic insufficiency
Biguanides,DRUG_DISEASE,Heart failure
Biguanides,DRUG_DISEASE,Hypoxia
Glucose preparations,DRUG_DISEASE,Hypoglycemia
Take once a day,FREQUENCY_DRUG,Extended release (gliclazide)
Take once a day,FREQUENCY_DRUG,Controlled release (glipizide)
Take before meals,METHOD_DRUG,Meglitinides
40u or above,AMOUNT_DRUG,insulin
daily,FREQUENCY_DRUG,insulin
Stem Cell Therapy,OPERATION_DISEASE,diabetes
Gastrointestinal surgery,OPERATION_DISEASE,diabetes
Angiotensin-converting enzyme inhibitors (ACEIs),DRUG_DISEASE,diabetes
Angiotensin-converting enzyme inhibitors (ACEIs),DRUG_DISEASE,Hyperuricemia
Angiotensin II receptor blockers (ARBs) antihypertensive drugs,DRUG_DISEASE,diabetes
Angiotensin II receptor blockers (ARBs) antihypertensive drugs,DRUG_DISEASE,Hyperuricemia
Long-acting calcium channel blockers (CCBs),DRUG_DISEASE,diabetes
Long-acting calcium channel blockers (CCBs),DRUG_DISEASE,Hyperuricemia
Selective beta-blockers,DRUG_DISEASE,diabetes
Selective beta-blockers,DRUG_DISEASE,Hyperuricemia
Serum LDL-C,TEST_ITEMS_DISEASE,diabetes
Serum LDL-C,TEST_ITEMS_DISEASE,Dyslipidemia
Fibrates,DRUG_DISEASE,diabetes
Fibrates,DRUG_DISEASE,Hyperuricemia
Fibrates,DRUG_DISEASE,Isolated hypertriglyceridemia
Serum TG,TEST_ITEMS_DISEASE,Hyperuricemia
Serum TG,TEST_ITEMS_DISEASE,Isolated hypertriglyceridemia
Niacin preparations,DRUG_DISEASE,Hyperuricemia
Niacin preparations,DRUG_DISEASE,Isolated hypertriglyceridemia
Adjust your diet,TREATMENT_DISEASE,obesity
Serum uric acid (SUA),TEST_ITEMS_DISEASE,gout
≤ 50 mg/day,AMOUNT_DRUG,Benzbromarone
Small amount,AMOUNT_DRUG,Sodium bicarbonate
Clopidogrel bisulfate,DRUG_DISEASE,Lower limb lesions
50~75mg,AMOUNT_DRUG,Clopidogrel bisulfate
50~100mg,AMOUNT_DRUG,Cilostazol
100 (75-150) mg per day,AMOUNT_DRUG,aspirin
Prostaglandin E1 preparations,DRUG_DISEASE,Large vessel atherosclerotic plaque
Prostaglandin E1 preparations,DRUG_DISEASE,Lower extremity arterial occlusive disease
10~20 days,DURATION_DRUG,Prostaglandin E1 preparations
long,DURATION_DRUG,Cilostazol
long,DURATION_DRUG,Beprostaglandin Sodium Tablets
Beprostaglandin Sodium Tablets,DRUG_DISEASE,Large vessel atherosclerotic plaque
Beprostaglandin Sodium Tablets,DRUG_DISEASE,Lower extremity arterial occlusive disease
10-40 μg/day,AMOUNT_DRUG,Prostaglandin E1 preparations
Carotid artery color Doppler ultrasound,TEST_DISEASE,diabetes
Carotid artery color Doppler ultrasound,TEST_DISEASE,Vascular disease
Carotid artery color Doppler ultrasound,TEST_DISEASE,hypertension
Carotid artery color Doppler ultrasound,TEST_DISEASE,High LDL-C
Cardiac autonomic neuropathy,ANATOMY_DISEASE,Cardiac autonomic neuropathy
Palpitations,SYMPTOM_DISEASE,diabetes
Palpitations,SYMPTOM_DISEASE,Cardiac autonomic neuropathy
Asymptomatic myocardial infarction,SYMPTOM_DISEASE,diabetes
Asymptomatic myocardial infarction,SYMPTOM_DISEASE,Cardiac autonomic neuropathy
Carotid artery stenosis,REASON_DISEASE,Stroke
Target Organs,ANATOMY_DISEASE,Target organ damage
Color Doppler ultrasound,TEST_DISEASE,Lower extremity arterial disease
Color Doppler ultrasound,TEST_DISEASE,Blood vessel damage
Dorsal artery of the foot,ANATOMY_DISEASE,Absence of dorsalis pedis artery pulse
Lower limb artery,ANATOMY_DISEASE,Lower extremity arterial stenosis
Systemic atherosclerotic changes,SYMPTOM_DISEASE,Diabetic foot disease
Broken skin on the feet,SYMPTOM_DISEASE,diabetes
Tinea pedis,SYMPTOM_DISEASE,diabetes
Onychomycosis,SYMPTOM_DISEASE,diabetes
Foot skin ulcers,SYMPTOM_DISEASE,Infect
Genetic factors,REASON_DISEASE,Chronic kidney disease
hypertension,REASON_DISEASE,Chronic kidney disease
High uric acid,REASON_DISEASE,Chronic kidney disease
Nephrotoxic drugs,REASON_DISEASE,Chronic kidney disease
diabetes,REASON_DISEASE,Cardiovascular disease
diabetes,REASON_DISEASE,CKD
diabetes,REASON_DISEASE,Diabetic Nephropathy
diabetes,REASON_DISEASE,Chronic kidney disease
diabetes,REASON_DISEASE,Kidney damage
diabetes,REASON_DISEASE,Kidney disease
diabetes,REASON_DISEASE,Chronic kidney disease
diabetes,REASON_DISEASE,Glomerular lesions
diabetes,REASON_DISEASE,Tubulointerstitial and renal microvascular diseases
diabetes,REASON_DISEASE,Renal interstitial fibrosis
diabetes,REASON_DISEASE,Tubular atrophy
diabetes,REASON_DISEASE,Hyalinization of afferent artery
diabetes,REASON_DISEASE,Renal microvascular sclerosis
Renin angiotensin system (RAS) inhibitors,DRUG_DISEASE,Hyperuricemia
Laser photocoagulation therapy,TREATMENT_DISEASE,blindness
Methyl B12,DRUG_DISEASE,DPN
Capsaicin,DRUG_DISEASE,Painful neuropathy
Non-narcotic analgesics,DRUG_DISEASE,Painful neuropathy
Vitamin D3,DRUG_DISEASE,Osteoporosis
Bisphosphonates,DRUG_DISEASE,Osteoporosis
Multiple coexisting diseases,REASON_DISEASE,fracture
Shortened red blood cell lifespan,PATHOGENESIS_DISEASE,CKD
Glycated serum protein,TEST_ITEMS_DISEASE,Advanced CKD
First-generation sulfonylureas,DRUG_DISEASE,CKD
Tolazamide,DRUG_DISEASE,CKD
Second-generation sulfonylureas,DRUG_DISEASE,CKD
Severe hypoglycemia,ADE_DRUG,Glyburide
Severe hypoglycemia,ADE_DRUG,Second-generation sulfonylureas
Phase 1~2,CLASS_DISEASE,Chronic kidney disease
Phase 1~2,CLASS_DISEASE,CKD stage 1-2
Phase 1~2,CLASS_DISEASE,CKD stage 1-2
3~5th period,CLASS_DISEASE,Chronic kidney disease
3~5th period,CLASS_DISEASE,CKD stage 1-2
3~5th period,CLASS_DISEASE,CKD stage 1-2
Phase 3b~5,CLASS_DISEASE,Chronic kidney disease
Phase 3b~5,CLASS_DISEASE,CKD stage 1-2
Phase 3b~5,CLASS_DISEASE,CKD stage 1-3a
4~5th period,CLASS_DISEASE,CKD
4~5th period,CLASS_DISEASE,Chronic kidney disease
4~5th period,CLASS_DISEASE,CKD stage 1-2
4~5th period,CLASS_DISEASE,CKD stage 1-3
4~5th period,CLASS_DISEASE,CKD stage 4-5
4~5th period,CLASS_DISEASE,CKD stage 4-5
0.5mg,AMOUNT_DRUG,Repaglinide
Phase 3b~4,CLASS_DISEASE,CKD stage 1-3a
Fluid retention,ADE_DRUG,Thiazolidinediones
Osteoporosis,ADE_DRUG,Prednisone
Osteoporosis,ADE_DRUG,Prednisolone
bone,ANATOMY_DISEASE,Renal osteodystrophy
bone,ANATOMY_DISEASE,Bone diseases
Increased cardiovascular risk,ADE_DRUG,Rosiglitazone
qd,FREQUENCY_DRUG,Saxagliptin
qd,FREQUENCY_DRUG,Vildagliptin
qd,FREQUENCY_DRUG,Sitagliptin
1~4th period,CLASS_DISEASE,CKD stages 1 to 4
exercise,TREATMENT_DISEASE,High blood sugar
Exercise intervention,TREATMENT_DISEASE,overweight
Nutritional therapy,TREATMENT_DISEASE,obesity
Metabolic disorders,REASON_DISEASE,obesity
Metabolic disorders,REASON_DISEASE,obesity
Lipid metabolism disorders,REASON_DISEASE,obesity
Excessive fat synthesis,REASON_DISEASE,obesity
Low energy diet,TREATMENT_DISEASE,obesity
Low energy diet,TREATMENT_DISEASE,Obesity
Ketone bodies,TEST_ITEMS_DISEASE,Ketonemia
Genetics,REASON_DISEASE,obesity
Less movement,REASON_DISEASE,obesity
Excessive energy intake,REASON_DISEASE,obesity
Adaptive changes in intestinal flora structure after dietary changes,REASON_DISEASE,obesity
Genetic susceptibility,REASON_DISEASE,obesity
"Significant differences in responses to the three major macronutrients (carbohydrates, protein, and fat)",REASON_DISEASE,obesity
CRD,TREATMENT_DISEASE,obesity
CRD,TREATMENT_DISEASE,PCOS
CRD intervention,TREATMENT_DISEASE,overweight
